ID_token,price_diff,total_price,pred_price,fur_value,pattern_value,eye_shape_value,fur_value,accent_colour_value,base_colour_value,eye_colour_value,pattern_value,mouth_value,image_url_png,opensea
480385,-1.8173738517906974,8.643545979403076,6.826172127612378,selkirk,spangled,thicccbrowz,selkirk,sandalwood,shadowgrey,sapphire,spangled,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/480385.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/480385
846235,-1.8118204217314284,7.766699544603661,5.954879122872232,koladiviya,rascal,thicccbrowz,koladiviya,kalahari,greymatter,parakeet,rascal,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/846235.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/846235
30726,-1.811415807726764,10.293663457508156,8.482247649781392,ragamuffin,totesbasic,thicccbrowz,ragamuffin,kittencream,shadowgrey,gold,totesbasic,pouty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/30726.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/30726
1156286,-1.7977603562431241,9.15430109637324,7.356540740130116,siberian,rorschach,wiley,siberian,kalahari,cinderella,olive,rorschach,confuzzled,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1156286.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/1156286
522685,-1.7884437573085474,9.490743114274377,7.702299356965829,bobtail,amur,chronic,bobtail,purplehaze,shadowgrey,thundergrey,amur,wuvme,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/522685.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/522685
474950,-1.773631805007251,8.173648101030942,6.400016296023691,sphynx,spangled,slyboots,sphynx,azaleablush,bananacream,topaz,spangled,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/474950.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/474950
845808,-1.7658976426104651,7.663010451209495,5.89711280859903,koladiviya,rascal,wiley,koladiviya,kalahari,cinderella,cyan,rascal,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/845808.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/845808
498306,-1.7648267391282921,8.39456202327555,6.629735284147257,birman,spangled,slyboots,birman,icy,greymatter,coralsunrise,spangled,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/498306.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/498306
752699,-1.7616644114522462,8.238168997799509,6.476504586347263,koladiviya,leopard,wiley,koladiviya,sandalwood,greymatter,parakeet,leopard,wuvme,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/752699.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/752699
854204,-1.7513070856646955,8.173648101030942,6.422341015366246,koladiviya,totesbasic,chronic,koladiviya,kalahari,brownies,olive,totesbasic,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/854204.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/854204
